movieId,title,genres
6681,All the Little Animals (1998),6|9
6682,Earth (1998),6|16
6683,Fire (1996),6
6684,Death in Venice (Morte a Venezia) (1971),6|5
6685,Marci X (2003),3|17
6686,"Medallion, The (2003)",7|3|8|4
6687,My Boss's Daughter (2003),3|5
6688,Autumn Spring (Babí léto) (2001),3|6
6689,"Battle of Shaker Heights, The (2003)",3|6|5
6690,Don't Tempt Me (Sin noticias de Dios) (2001),3|4|12
6691,Dust (2001),6|18
6692,Stoked: The Rise and Fall of Gator (2002),14
6693,Venus Boyz (2001),14
6694,Suddenly (Tan de Repente) (2002),3|6
6695,Jeepers Creepers 2 (2003),11|9
6696,Bollywood/Hollywood (2002),3|6|17|5
6697,Civil Brand (2002),6
6698,Nola (2002),6
6699,Once Upon a Time in the Midlands (2002),6
6700,"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",3|6|17|5
6701,Zero Day (2002),6
6702,Dickie Roberts: Former Child Star (2003),3
6703,"Order, The (2003)",11|12|9
6704,Home Room (2002),6
6705,Party Monster (2003),3|8|6|9
6706,Taking Sides (2001),6
6707,Cabin Fever (2002),11|9
6708,Matchstick Men (2003),3|8|6
6709,Once Upon a Time in Mexico (2003),7|10|8|9
6710,Dummy (2002),3|6|5
6711,Lost in Translation (2003),3|6|5
6712,Luster (2002),3|6|5
6713,Millennium Actress (Sennen joyû) (2001),1|6|5
6714,So Close (Chik Yeung Tin Sai) (2002),7|3|5|9
6715,Children of the Night (1991),11
6716,Daisy Miller (1974),6
6717,Enlightenment Guaranteed (Erleuchtung Garantiert) (2000),3|6
6718,Gotcha! (1985),3
6719,Hard to Hold (1984),6|5
6720,Kuffs (1992),7|3|8
6721,Once Upon a Time in China (Wong Fei Hung) (1991),7|10|6
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),7|5
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),7
6724,Paper Moon (1973),3|8|6
6725,Sgt. Pepper's Lonely Hearts Club Band (1978),10|17
6726,"Song for Martin, A (Sång för Martin, En) (2001)",6
6727,Targets (1968),8|9
6728,"Ugly American, The (1963)",6
6729,"Bostonians, The (1984)",6|5
6730,Convoy (1978),7|3|6
6731,Day of the Dead (1985),11|13|9
6732,"Hello, Dolly! (1969)",3|17|5
6733,I'm Going Home (Je rentre à la maison) (2001),3|6
6734,Memoirs of an Invisible Man (1992),3|5|13|9
6735,"Rose, The (1979)",6
6736,See No Evil (1971),8|6|11|9
6737,Super Sucker (2002),3
6738,Indiscretion of an American Wife (a.k.a. Terminal Station) (Stazione Termini) (1953),6
6739,At War with the Army (1950),3|17|5
6740,Bingo (1991),10|3
6741,God told Me To (1976),8|11|12|13|9
6742,"I, Madman (1989)",11
6743,Jungle Book (1942),10|4
6744,Once Bitten (1985),3|11
6745,"Shrimp on the Barbie, The (1990)",3
6746,Squirm (1976),11|5
6747,"Adventures of Huckleberry Finn, The (1960)",10|2
6748,"Brood, The (1979)",11
6749,"Prince and the Pauper, The (1937)",10|6
6750,Anything Else (2003),3|6|5
6751,Cold Creek Manor (2003),6|9
6752,"Fighting Temptations, The (2003)",6
6753,Secondhand Lions (2003),2|3|6
6754,Underworld (2003),7|4|11
6755,Bubba Ho-tep (2002),3|11
6756,Casa de los babys (2003),6
6757,Demonlover (2002),8|6|12|9
6758,Emerald Cowboy (2002),14|6
6759,Close Your Eyes (Hypnotic) (Doctor Sleep) (2002),8|9
6760,In This World (2002),10|6
6761,Tibet: Cry of the Snow Lion (2002),14
6762,Yossi & Jagger (2002),6|5
6763,Duplex (2003),3|8
6764,"Rundown, The (2003)",7|10|3
6765,Under the Tuscan Sun (2003),3|6|5
6766,Camera Obscura (2000),8|6|9
6767,Kart Racer (2003),6
6768,Luther (2003),6
6769,Mambo Italiano (2003),3
6770,My Life Without Me (2003),6|5
6771,Dorm Daze (National Lampoon Presents Dorm Daze) (2003),3
6772,To Be and to Have (Être et avoir) (2002),14
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",1|3|4
6774,Videodrome (1983),4|11|13|9
6775,Life and Debt (2001),14
6776,Lagaan: Once Upon a Time in India (2001),3|6|17|5
6777,Judgment at Nuremberg (1961),6
6778,Journey of Hope (Reise der Hoffnung) (1990),6
6779,"Same Time, Next Year (1978)",3|6|5
6780,"Brief History of Time, A (1991)",14
6781,"Jacob the Liar (Jakob, der Lügner) (1975)",6
6782,Leningrad Cowboys Go America (1989),3|17
6783,"Rules of the Game, The (La règle du jeu) (1939)",3|6
6784,"Song Remains the Same, The (1976)",14|17
6785,Seven Brides for Seven Brothers (1954),3|17|5|18
6786,Kiss of the Spider Woman (1985),6
6787,All the President's Men (1976),6|9
6788,Angie (1994),3|6|5
6789,"Apartment, The (Appartement, L') (1996)",6|12|5
6790,Avalon (2001),6|4|13
6791,Babette's Feast (Babettes gæstebud) (1987),6
6792,"Barber of Siberia, The (Sibirskij tsiryulnik) (1998)",6|5
6793,Beethoven (1992),2|3|6
6794,Beethoven's 2nd (1993),2|3
6795,Black Moon Rising (1986),7|8|13|9
6796,Boyz N the Hood (1991),8|6
6797,Bugsy (1991),8|6
6798,Bugsy Malone (1976),2|3|8|17
6799,By the Sword (1991),6
6800,Cobra (1986),7|8
6801,"Common Wealth (Comunidad, La) (2000)",3|9
6802,Consenting Adults (1992),9
6803,Phenomena (a.k.a. Creepers) (1985),11|12|9
6804,Crimewave (1985),3|8
6805,Crying Freeman (1995),7|8|9
6806,Time and Tide (Seunlau Ngaklau) (2000),7|8|9
6807,Monty Python's The Meaning of Life (1983),3
6808,Where Eagles Dare (1968),7|10|16
6809,Tightrope (1984),9
6810,Sleeping with the Enemy (1991),6|9
6811,PCU (1994),3
6812,"Rookie, The (1990)",7|3|9
6813,"Ghost and Mr. Chicken, The (1966)",3|5
6814,City Heat (1984),7|3
6815,Into the Night (1985),7|3|6|9
6816,Three O'Clock High (1987),3
6817,"White Hunter, Black Heart (1990)",10|6
6818,Come and See (Idi i smotri) (1985),6|16
6819,"Rage in Harlem, A (1991)",8
6820,Ginger Snaps (2000),6|11|9
6821,More American Graffiti (1979),3
6822,"Ballad of Little Jo, The (1993)",6|18
6823,Under Suspicion (1992),8|6|9
6824,Ruby (1992),8|6
6825,"Reluctant Astronaut, The (1967)",3
6826,"Shakiest Gun in the West, The (1968)",3|18
6827,It's Pat (1994),3
6828,"Sunday in the Country, A (Un dimanche à la campagne) (1984)",6
6829,"Gun in Betty Lou's Handbag, The (1992)",3|12
6830,Sudden Fear (1952),19|11|9
6831,Nobody's Baby (2001),3
6832,Regarding Henry (1991),6
6833,"Debut, The (2000)",3|6
6834,Wilder Napalm (1993),3|4|5
6835,Alien Contamination (1980),7|11|13
6836,"Amazing Transparent Man, The (1960)",13
6837,Love Affair (1939),3|6|5
6838,Once in the Life (2000),8|6
6839,All I Want (Try Seventeen) (2002),3|6|5
6840,"Hospital, The (1971)",3|6
6841,Article 99 (1992),3|6
6842,Images (1972),6|4|11
6843,Eureka (1986),6
6844,Oleanna (1994),6
6845,Chattahoochee (1989),6
6846,Tough Guys Don't Dance (1987),6
6847,There Goes My Baby (1994),3|6
6848,Kingdom of the Spiders (1977),11|13
6849,Scrooge (1970),6|4|17
6850,Leap of Faith (1992),3|6
6851,"Gas, Food, Lodging (1992)",6|5
6852,In Cold Blood (1967),8|6
6853,Campus Man (1987),3
6854,"Bedford Incident, The (1965)",6|9|16
6855,"Murderous Maids (Blessures assassines, Les) (2000)",6
6856,Yankee Doodle Dandy (1942),6|17
6857,Ninja Scroll (Jûbei ninpûchô) (1995),7|10|1|4
6858,Knife in the Water (Nóz w wodzie) (1962),6
6859,"Devil and Daniel Webster, The (All That Money Can Buy) (1941)",6|4
6860,Mobsters (1991),8|6
6861,Charlotte Sometimes (2002),6|5
6862,Out of Time (2003),8|6|9
6863,School of Rock (2003),3|17
6864,"Concert for George, The (2003)",14|17
6865,"Event, The (2003)",6
6866,Nine Dead Gay Guys (2003),3|8
6867,"Station Agent, The (2003)",3|6
6868,Wonderland (2003),8|6|12|9
6869,Bus 174 (Ônibus 174) (2002),8|14
6870,Mystic River (2003),8|6|12
6871,Good Boy! (2003),2|3|13
6872,"House of the Dead, The (2003)",7|11
6873,Intolerable Cruelty (2003),3|5
6874,Kill Bill: Vol. 1 (2003),7|8|9
6875,Dopamine (2003),3|6|5
6876,"Flower of Evil, The (Fleur du mal, La) (2003)",6
6877,Girls Will Be Girls (2003),3
6878,"Porn Theater (Chatte à deux têtes, La) (2002)",6
6879,Runaway Jury (2003),6|9
6880,"Texas Chainsaw Massacre, The (2003)",11
6881,Pieces of April (2003),3|6
6882,Returner (Ritaanaa) (2002),7|10|13
6883,Sylvia (2003),6|5
6884,Veronica Guerin (2003),8|6|9
6885,In the Cut (2003),8|6|12|5|9
6886,Beyond Borders (2003),6|5|16
6887,Radio (2003),6
6888,Scary Movie 3 (2003),3|11
6889,Brother Bear (2003),10|1|2
6890,Elephant (2003),6
6891,Gypsy 83 (2001),6
6892,"Singing Detective, The (2003)",3|6|17|12
6893,"Italian Job, The (1969)",7|3|8
6894,Impulse (1984),12|13|9
6895,Normal (2003),6
6896,Shoah (1985),14|16
6897,Unconditional Love (2002),3|6
6898,Sweet Sixteen (2002),6
6899,Alien from L.A. (1988),13
6900,Black Sunday (1977),7|6|9
6901,Men of Respect (1991),8|6|9
6902,Interstate 60 (2002),10|3|6|4|12|13|9
6903,Lipstick (1976),6
6905,Storyville (1992),6|9
6906,That Was Then... This Is Now (1985),6
6907,Holy Matrimony (1994),3|8
6908,"Black Scorpion, The (1957)",13
6909,"Eye, The (Gin gwai) (Jian gui) (2002)",9
6910,Kronos (a.k.a. Captain Kronos: Vampire Hunter) (1973),11
6911,"Jolson Story, The (1946)",17
6912,You'll Never Get Rich (1941),3|17|5
6913,Frankenstein and the Monster from Hell (1974),11
6914,Preaching to the Perverted (1997),3|6
6915,Chicago Joe and the Showgirl (1990),6
6916,"Magic Sword, The (1962)",6|4
6917,Promised Land (1987),6
6918,"Unvanquished, The (Aparajito) (1957)",6
6919,"Hired Hand, The (1971)",18
6920,"Cercle Rouge, Le (Red Circle, The) (1970)",8|9
6921,Man of Marble (Czlowiek z Marmuru) (1977),6
6923,Sherlock Holmes and the Voice of Terror (1942),8|12|16
6924,Sherlock Holmes Faces Death (1943),8|12
6925,Sherlock Holmes in Washington (1943),8|12
6926,"Solid Gold Cadillac, The (1956)",3
6927,"Human Stain, The (2003)",6|5|9
6928,"Die, Mommie, Die (2003)",3
6929,Dirt (2001),3|8
6930,Girlhood (2003),14
6931,Mail Order Bride (2003),3
6932,Shattered Glass (2003),8|6
6933,Suspended Animation (2001),9
6934,"Matrix Revolutions, The (2003)",7|10|13|9|15
6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",14
6936,Elf (2003),2|3|4
6937,Anything But Love (a.k.a. Standard Time) (2002),17|5
6938,Billabong Odyssey (2003),14
6939,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),6|5
6940,In My Skin (Dans ma Peau) (2002),6
6941,Just an American Boy (2003),14
6942,Love Actually (2003),3|6|5
6943,Love Forbidden (Défense d'aimer) (2002),6
6944,Father of the Bride (1991),3
6945,My Architect: A Son's Journey (2003),14
6946,Looney Tunes: Back in Action (2003),7|1|2|4
6947,Master and Commander: The Far Side of the World (2003),10|6|16
6948,Tupac: Resurrection (2003),14
6949,"Big Empty, The (2003)",3|12|13
6950,"Missing, The (2003)",10|9|18
6951,"Cat in the Hat, The (2003)",2|3
6952,Gothika (2003),11|9
6953,21 Grams (2003),8|6|12|5|9
6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",3|8|6|12|5
6955,Blindness (2003),6|9
6956,Blue Gate Crossing (Lan se da men) (2002),6|5
6957,Bad Santa (2003),3|8
6958,"Haunted Mansion, The (2003)",2|3|4|11
6959,Timeline (2003),7|10|13
6960,Marquis (1989),6
6961,Damage (Fatale) (1992),6
6962,OT: Our Town (2002),14
6963,Devil's Playground (2002),14
6964,Dance with a Stranger (1985),8|6|9
6965,Journeys with George (2002),14
6966,Darkman (1990),7|8|4|13|9
6967,Dead of Night (1945),11|12
6968,Death Machine (1995),7|13
6969,"Dernier Combat, Le (Last Battle, The) (1983)",6|13
6970,Desk Set (1957),3|5
6971,Europa (Zentropa) (1991),6|9
6972,"Watermelon Woman, The (1996)",14|6
6973,Final Analysis (1992),6|5|9
6974,"Freshman, The (1990)",3|8
6975,Funny Games (1997),6|11|9
6976,Tales from the Crypt (1972),11
6977,New Jack City (1991),7|8|6
6978,Slacker (1991),3|6
6979,WarGames (1983),6|13|9
6980,Mr. Hobbs Takes a Vacation (1962),3
6981,"Ordet (Word, The) (1955)",6
6982,Forbidden Games (Jeux interdits) (1952),6|16
6983,Jane Eyre (1944),6|5
6984,"Tale of Two Cities, A (1935)",6
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",6
6986,Ben-Hur: A Tale of the Christ (1925),10|6|5
6987,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",8|4|11
6988,Broken Blossoms or The Yellow Man and the Girl (1919),6|5
6989,Gorky Park (1983),8|6|9
6990,The Great Train Robbery (1978),7|10|3|8|6
6991,"Greystoke: The Legend of Tarzan, Lord of the Apes (1984)",10|6|5
6992,Guarding Tess (1994),3|6
6993,Hannah and Her Sisters (1986),3|6|5
6994,"Hard Way, The (1991)",7|3
6995,Hercules in New York (1970),7|3|4
6996,Highlander II: The Quickening (1991),7|13
6997,Hoffa (1992),8|6
6998,House of Cards (1993),6
6999,Housesitter (1992),3|5
7000,Hudson Hawk (1991),7|10|3
7001,Invasion of the Body Snatchers (1978),11|12|13|9
7002,Mindwalk (1990),6
7003,Kafka (1991),3|6|12|13|9
7004,Kindergarten Cop (1990),7|3|8|9
7005,King Ralph (1991),3
7006,Knight Moves (1992),12|9
7007,"Last Boy Scout, The (1991)",7|3|8|6|9
7008,Last Tango in Paris (Ultimo tango a Parigi) (1972),6|5
7009,Lorenzo's Oil (1992),6
7010,"Lover, The (Amant, L') (1992)",6|5
7011,"Bullfighter, The (Matador) (1986)",3|8|6
7012,Mr. Destiny (1990),3|4
7013,"Night of the Hunter, The (1955)",6|19|9
7014,Nowhere to Run (1993),7|5
7015,Only the Lonely (1991),3|5
7016,Over the Top (1987),7|6
7017,Passenger 57 (1992),7|9
7018,Presumed Innocent (1990),8|6|9
7019,Project X (1987),3|6
7020,Proof (1991),3|6|5
7021,Pure Luck (1991),3|8
7022,Battle Royale (Batoru rowaiaru) (2000),7|6|11|9
7023,"Wedding Banquet, The (Xi yan) (1993)",3|6|5
7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",6
7025,"Midnight Clear, A (1992)",6|16
7026,Summer School (1987),3
7027,Silverado (1985),7|18
7028,Quick Change (1990),3|8
7029,Rabid (1977),11|9
7030,Radio Flyer (1992),6
7031,"Real McCoy, The (1993)",7|8|6|9
7032,Revenge (1990),6|5|9
7033,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",3|5
7034,Show Me Love (Fucking Åmål) (1998),6|5
7035,Streets of Fire (1984),7|5
7036,Teen Wolf (1985),3|4
7037,High Heels (Tacones lejanos) (1991),3|6
7038,Things You Can Tell Just by Looking at Her (2000),6|5
7039,Thunderheart (1992),8|12|9
7040,To Live and Die in L.A. (1985),7|8|6|9
7041,Trapped in Paradise (1994),3|8
7042,Betty Blue (37°2 le matin) (1986),6|5
7043,Vivre sa vie: Film en douze tableaux (My Life to Live) (1962),6
7044,Wild at Heart (1990),8|6|12|5|9
7045,"Witches, The (1990)",2|4
7046,"Witches of Eastwick, The (1987)",3|4|11|9
7047,Year of the Dragon (1985),7|8|6
7048,Nothing to Lose (1997),7|10|3|8
7049,Flying Down to Rio (1933),3|17|5
7050,Follow the Fleet (1936),3|17|5
7051,"What's New, Pussycat (1965)",3
7052,Mary of Scotland (1936),6
7053,Roberta (1935),3|17|5
7054,Little Women (1949),6
7055,Swing Time (1936),3|17|5
7056,"Public Enemy, The (1931)",7|8|6
7057,"Midsummer Night's Dream, A (1935)",3|4|5
7058,Life with Father (1947),3
7059,National Velvet (1944),2|6
7060,Jesus Christ Superstar (1973),6|17
7061,Dark Victory (1939),6|5
7062,Birdman of Alcatraz (1962),6
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",10|6
7064,Beauty and the Beast (La belle et la bête) (1946),6|4
7065,"Birth of a Nation, The (1915)",6|16
7066,"Blue Kite, The (Lan feng zheng) (1993)",6
7067,Juliet of the Spirits (Giulietta degli spiriti) (1965),3|6|4|5
7068,Last Year at Marienbad (L'Année dernière à Marienbad) (1961),6|12|5
7069,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",6
7070,Red River (1948),7|10|18
7071,"Woman Under the Influence, A (1974)",6
7072,Stagecoach (1939),7|6|5|18
7073,"Shot in the Dark, A (1964)",3|8|12
7074,"Navigator, The (1924)",3
7075,"Court Jester, The (1956)",10|3|17
7076,Bullitt (1968),7|8|6|9
7077,Way Down East (1920),6|5
7078,Jezebel (1938),6
7079,"Hunchback of Notre Dame, The (1939)",6
7080,42nd Street (1933),6|17|5
7081,I'm No Angel (1933),3
7082,That Touch of Mink (1962),3|5
7083,Sweet Dreams (1985),6
7084,"Play It Again, Sam (1972)",3|5
7085,Send Me No Flowers (1964),3|5
7086,Pygmalion (1938),3|6
7087,"Passage to India, A (1984)",10|6
7088,Black Orpheus (Orfeu Negro) (1959),6|5
7089,Amarcord (1973),3|6
7090,Hero (Ying xiong) (2002),7|10|6
7091,Horse Feathers (1932),3
7092,Anna Karenina (1935),6|5
7093,"Front Page, The (1974)",3
7094,Attraction (2000),6|5|9
7095,Looking for Mr. Goodbar (1977),6
7096,Rivers and Tides (2001),14
7097,"Girl From Paris, A (hirondelle a fait le printemps, Une) (2001)",3|6
7098,Seven Days to Noon (1950),6|9
7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),10|1|6|4|13
7100,CrissCross (1992),6
7101,Doc Hollywood (1991),3|5
7102,Dragnet (1987),3|8|6
7103,Madhouse (1990),3
7104,1941 (1979),3|16
7105,"Shot at Glory, A (2000)",6
7106,Black and White in Color (Noirs et blancs en couleur) (1976),6|16
7107,Foul Play (1978),3|9
7108,Crime Story (Zhong an zu) (1993),7|8|6
7109,Beyond the Clouds (Al di là delle nuvole) (1996),6|5
7110,Blind Beast (Môjuu) (1969),6|9
7111,Ryan's Daughter (1970),6|5
7112,Accident (1967),8|6
7113,Cabeza de Vaca (1991),7|10
7114,"Collector, The (1965)",6|11|9
7115,Deep Red (Profondo rosso) (1975),11|12|9
7116,Diabolique (Les diaboliques) (1955),11|12|9
7117,Leprechaun (1993),3|11
7118,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),1|6|13|16
7119,Crazy People (1990),3
7120,DarkWolf (2003),11
7121,Adam's Rib (1949),3|5
7122,King of Hearts (1966),3|6|16
7123,Naked Lunch (1991),6|4|12|13
7124,Grass (1999),14
7125,Spring Forward (1999),6
7126,"Killing of a Chinese Bookie, The (1976)",3|8|6|19|17
7127,Run (1991),7|6|9
7128,Things to Come (1936),13
7129,Queen of Hearts (1989),3|6|5
7130,Darling (1965),6
7131,"Summer Place, A (1959)",6
7132,"Night at the Opera, A (1935)",3|17|5
7133,Metalstorm: The Destruction of Jared-Syn (1983),7|10|13
7134,"Element of Crime, The (Forbrydelsens Element) (1984)",6|9
7135,Shoot the Piano Player (Tirez sur le pianiste) (1960),8|6|5|9
7136,Stolen Kisses (Baisers volés) (1968),3|6|5
7137,"Cooler, The (2003)",3|6|5
7138,"Bonaerense, El (2002)",7|6
7139,In America (2002),6|5
7140,"Legend of Leigh Bowery, The (2002)",14
7141,My Flesh and Blood (2003),14
7142,Honey (2003),6|5
7143,"Last Samurai, The (2003)",7|10|6|16
7144,Forget Baghdad: Jews and Arabs - The Iraqi Connection (2002),14
7145,Prisoner of Paradise (2002),14
7146,What Alice Found (2003),8|6
7147,Big Fish (2003),6|4|5
7148,Love Don't Cost a Thing (2003),6|5
7149,Something's Gotta Give (2003),3|6|5
7150,Stuck on You (2003),3
7151,Girl with a Pearl Earring (2003),6|5
7152,"Statement, The (2003)",6|9
7153,"Lord of the Rings: The Return of the King, The (2003)",7|10|6|4
7154,Mona Lisa Smile (2003),6|5
7155,Calendar Girls (2003),3
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",14|16
7157,"Hebrew Hammer, The (2003)",3
7158,House of Sand and Fog (2003),6
7159,Two Men Went to War (2003),3|16
7160,Monster (2003),8|6
7161,Cheaper by the Dozen (2003),2|3
7162,Cold Mountain (2003),6|5|16
7163,Paycheck (2003),7|13|9
7164,Peter Pan (2003),7|10|2|4
7165,"Company, The (2003)",6|17
7166,"Young Black Stallion, The (2003)",10|2|6
7167,Japanese Story (2003),6
7168,Secret Things (Choses secrètes) (2002),6
7169,Chasing Liberty (2004),3|5
7170,My Baby's Daddy (2004),3
7171,Aileen: Life and Death of a Serial Killer (2003),14
7172,Distant (Uzak) (2002),6
7173,Along Came Polly (2004),3|5
7174,Teacher's Pet (2004),1|2
7175,Torque (2004),7|8
7176,Crimson Gold (Talaye sorgh) (2003),6
7177,Osama (2003),6
7178,"Great Gatsby, The (1974)",6
7179,Wuthering Heights (1992),6|5
7180,Odds Against Tomorrow (1959),8|6|9
7181,Ship of Fools (1965),6
7182,Lord Love a Duck (1966),3
7183,There's a Girl in My Soup (1970),3
7184,This Property is Condemned (1966),6|5
7185,Real Men (1987),3|13
7186,Once Upon a Crime... (1992),3|12
7187,Beyond Therapy (1987),3
7188,Buster (1988),3|8
7189,"Car 54, Where Are You? (1994)",3
7190,Jane Eyre (1970),6
7191,Blame It on the Bellboy (1992),3
7192,Only the Strong (1993),7
7193,"Adventures of Ford Fairlane, The (1990)",7|3
7194,Bonjour tristesse (1958),6
7195,"Enforcer, The (1951)",8|6|19
7196,"Men, The (1950)",6
7197,Ransom (a.k.a. The Terrorists) (1975),8|9
7198,The Pick-up Artist (1987),3|8|6|5
7199,Melvin Goes to Dinner (2003),3|6
7200,"Court-Martial of Billy Mitchell, The (1955)",6|16
7201,Crime Spree (2003),3|8
7202,Beyond Re-Animator (2003),11
7203,Final Cut (1998),6
7204,Hells Angels on Wheels (1967),6
7205,"Wind and the Lion, The (1975)",10
7206,Mon Oncle (My Uncle) (1958),3
7207,Where the Boys Are (1960),3
7208,Dr. Jekyll and Mr. Hyde (1941),6|11
7209,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",3
7210,My Darling Clementine (1946),18
7211,People Will Talk (1951),3|5
7212,I Was a Male War Bride (1949),3|5
7213,Divorce American Style (1967),3
7214,Kiss Them for Me (1957),3|5|16
7215,To Have and Have Not (1944),10|6|5|9|16
7216,High Sierra (1941),8|6|19|9
7217,Dark Passage (1947),8|6|19|5|9
7218,"Ox-Bow Incident, The (1943)",6|18
7219,They Drive by Night (1940),6
7220,Micki + Maude (1984),3
7221,Platinum Blonde (1931),3|5
7222,Reefer Madness (a.k.a. Tell Your Children) (1938),3|6
7223,D.O.A. (1950),6|19|12
7224,"Boy with Green Hair, The (1948)",2|6
7225,Pumping Iron (1977),14
7226,No Good Deed (a.k.a. The House on Turk Street) (2002),8|6|9
7227,"Trouble with Angels, The (1966)",3
7228,Cool World (1992),1|3|4
7229,Money for Nothing (1993),3|8
7230,"Silencers, The (1966)",7|3
7231,"Where Angels Go, Trouble Follows (1968)",3
7232,Heat and Dust (1983),6
7233,My Letter to George (Mesmerized) (1986),6
7234,"Strada, La (1954)",6
7235,Ichi the Killer (Koroshiya 1) (2001),7|3|8|6|11|9
7236,"Boy and His Dog, A (1975)",13
7237,"Last Tycoon, The (1976)",6|5
7238,Ashes and Diamonds (Popiól i diament) (1958),6|16
7239,Marooned (1969),6|13
7240,King David (1985),7|6|16
7241,Kanal (1957),6|16
7242,Cat Chaser (1989),7|9
7243,Intolerance: Love's Struggle Throughout the Ages (1916),6
7244,"Beast of Yucca Flats, The (1961)",11|13
7245,Tormented (1960),11|9
7246,"Violent Years, The (1956)",6
7247,Chitty Chitty Bang Bang (1968),10|2|3|4|17
7248,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",7|10|6|16
7249,Plaza Suite (1971),3
7250,"Out of Towners, The (1970)",3
7251,Where the Day Takes You (1992),6
7252,"Three Stooges in Orbit, The (1962)",3|13
7253,It (1927),3|5
7254,The Butterfly Effect (2004),6|13|9
7255,Win a Date with Tad Hamilton! (2004),3|5
7256,Touching the Void (2003),10|14
7257,"Big Bounce, The (2004)",3|8|9
7258,"Perfect Score, The (2004)",3|8
7259,You Got Served (2004),6|17
7260,Latter Days (2003),3|6|5
7261,Barbershop 2: Back in Business (2004),3
7262,Catch That Kid (2004),7|10|2|3|8
7263,Miracle (2004),6
7264,An Amazing Couple (2002),3|5
7265,"Dreamers, The (2003)",6
7266,"Lost Skeleton of Cadavra, The (2002)",3|11|13
7267,Who's the Man? (1993),3
7268,Love at Large (1990),5|9
7269,Hangin' with the Homeboys (1991),3|6
7270,Sleep with Me (1994),3|6|5
7271,Just Between Friends (1986),6
7272,Super Fly (Superfly) (1972),7|8|6
7273,"Piece of the Action, A (1977)",8|6
7274,Let's Do It Again (1975),3
7275,Uptown Saturday Night (1974),3
7276,Hell's Kitchen (1998),6
7277,"Innocent, The (1993)",6
7278,Daddy and Them (2001),3|6
7279,"Wilby Conspiracy, The (1975)",9
7280,Blacula (1972),11
7281,"Scream, Blacula, Scream! (1973)",11
7282,"Hip Hop Witch, Da (2000)",3|11|9
7283,Swing Shift (1984),6
7284,Trespass (1992),7|8|9
7285,Thirteen (2003),6
7286,Simple Men (1992),3|6
7287,"Sailor Who Fell from Grace with the Sea, The (1976)",6
7288,Foolish Wives (1922),6
7289,"Silent Night, Bloody Night (1973)",11
7290,"Sin of Harold Diddlebock, The (1947)",3
7291,Pontiac Moon (1994),6
7292,Best Defense (1984),3|16
7293,50 First Dates (2004),3|5
7294,Welcome to Mooseport (2004),3
7295,After the Life (2002),8|6
7296,Face (2002),3
7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),3|6
7298,"Code, The (Mentale, La) (2002)",7|8|9
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),6
7300,Vanishing Point (1971),7|6
7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),6
7302,"Thief of Bagdad, The (1924)",7|10|4
7303,The Diary of Anne Frank (1959),6|16
7304,Allegro non troppo (1977),1|3|4|17
7305,Black Widow (1987),8|6|12|9
7306,"Herod's Law (Ley de Herodes, La) (2000)",3|8|12
7307,Flesh & Blood (1985),7|10|6|16
7308,King Solomon's Mines (1985),10|3
7309,"Black Pirate, The (1926)",7|10
7310,Raw Deal (1986),7
7311,"Goodbye, Mr. Chips (1939)",6|5
7312,"Follow Me, Boys! (1966)",3|6
7313,Fire Birds (1990),7|10
7314,Robot Stories (2003),6|13
7315,Against the Ropes (2004),3|6
7316,Confessions of a Teenage Drama Queen (2004),3
7317,EuroTrip (2004),10|3
7318,"Passion of the Christ, The (2004)",6
7319,Club Dread (2004),3|11
7320,Dirty Dancing: Havana Nights (2004),5
7321,Twisted (2004),9
7322,Alila (2003),6
7323,"Good bye, Lenin! (2003)",3|6
7324,Hidalgo (2004),10|6
7325,Starsky & Hutch (2004),7|3|8|9
7326,"Reckoning, The (2004)",8|6
7327,Persona (1966),6
7328,"Passion of Anna, The (Passion, En) (1969)",6
7329,Walk on the Wild Side (1962),6
